"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"4349","G04002100017091","040210017091","37","5"
"4350","G04002100017092","040210017092","37","5"
"4351","G04002100017121","040210017121","40","5"
"4352","G04002100017122","040210017122","42","5"
"4353","G04002100017131","040210017131","40","5"
"4354","G04002100017141","040210017141","40","5"
"4355","G04002100017142","040210017142","42","5"
"4356","G04002100017151","040210017151","45","6"
"4357","G04002100017152","040210017152","30","3"
"4358","G04002100017153","040210017153","49","7"
"4359","G04002100017161","040210017161","39","5"
"4360","G04002100017162","040210017162","42","5"
"4361","G04002100017163","040210017163","26","3"
"4362","G04002100017171","040210017171","38","5"
"4363","G04002100019001","040210019001","95","10"
"4364","G04002100019002","040210019002","65","8"
"4365","G04002100020011","040210020011","67","9"
"4366","G04002100020012","040210020012","36","4"
"4367","G04002100020013","040210020013","71","9"
"4368","G04002100020041","040210020041","87","10"
"4369","G04002100020042","040210020042","88","10"
"4370","G04002100020051","040210020051","GQ-PH","GQ-PH"
"4371","G04002100020052","040210020052","64","8"
"4372","G04002100021041","040210021041","68","9"
"4373","G04002100021042","040210021042","60","8"
"4374","G04002100021051","040210021051","71","9"
"4375","G04002100021052","040210021052","65","8"
"4376","G04002100021053","040210021053","67","9"
"4377","G04002100021061","040210021061","45","6"
"4378","G04002100021071","040210021071","54","7"
"4379","G04002100022001","040210022001","73","9"
"4380","G04002100022002","040210022002","73","9"
"4381","G04002100022003","040210022003","73","9"
"4382","G04002100022004","040210022004","73","9"
"4383","G04002100023001","040210023001","68","9"
"4384","G04002100023002","040210023002","86","10"
"4385","G04002100023003","040210023003","85","10"
"4386","G04002100024001","040210024001","95","10"
"4387","G04002100024002","040210024002","92","10"
"4388","G04002100024003","040210024003","85","10"
"4389","G04002109412001","040219412001","88","10"
"4390","G04002109412002","040219412002","94","10"
"4391","G04002109412003","040219412003","71","9"
"4392","G04002109412004","040219412004","92","10"
"4393","G04002109413001","040219413001","95","10"
"4394","G04002109414011","040219414011","45","6"
"4395","G04002109414012","040219414012","80","9"
"4396","G04002109414013","040219414013","76","9"
"4397","G04002109414021","040219414021","75","9"
"4398","G04002309660001","040239660001","52","7"
"4399","G04002309660002","040239660002","29","3"
"4400","G04002309660003","040239660003","31","4"
"4401","G04002309661011","040239661011","52","7"
"4402","G04002309661012","040239661012","23","2"
"4403","G04002309661013","040239661013","48","6"
"4404","G04002309661031","040239661031","93","10"
"4405","G04002309661061","040239661061","66","8"
"4406","G04002309661071","040239661071","48","6"
"4407","G04002309661081","040239661081","77","9"
"4408","G04002309661082","040239661082","76","9"
"4409","G04002309661083","040239661083","76","9"
"4410","G04002309661084","040239661084","76","9"
"4411","G04002309661091","040239661091","67","9"
"4412","G04002309661092","040239661092","69","9"
"4413","G04002309661101","040239661101","60","8"
"4414","G04002309661111","040239661111","58","8"
"4415","G04002309661112","040239661112","61","8"
"4416","G04002309661113","040239661113","63","8"
"4417","G04002309662001","040239662001","62","8"
"4418","G04002309662002","040239662002","62","8"
"4419","G04002309662003","040239662003","62","8"
"4420","G04002309662004","040239662004","62","8"
"4421","G04002309663011","040239663011","33","4"
"4422","G04002309663012","040239663012","73","9"
"4423","G04002309663013","040239663013","77","9"
"4424","G04002309663014","040239663014","64","8"
"4425","G04002309663021","040239663021","86","10"
"4426","G04002309663022","040239663022","88","10"
"4427","G04002309663023","040239663023","85","10"
"4428","G04002309664011","040239664011","87","10"
"4429","G04002309664012","040239664012","94","10"
"4430","G04002309664021","040239664021","93","10"
"4431","G04002309664022","040239664022","92","10"
"4432","G04002309664023","040239664023","85","10"
"4433","G04002309664024","040239664024","84","10"
"4434","G04002500002051","040250002051","52","7"
"4435","G04002500002061","040250002061","36","4"
"4436","G04002500002062","040250002062","42","5"
"4437","G04002500002063","040250002063","36","4"
"4438","G04002500002064","040250002064","16","2"
"4439","G04002500002071","040250002071","39","5"
"4440","G04002500002081","040250002081","68","9"
"4441","G04002500002082","040250002082","73","9"
"4442","G04002500002091","040250002091","44","6"
"4443","G04002500002092","040250002092","37","5"
"4444","G04002500002093","040250002093","61","8"
"4445","G04002500002094","040250002094","41","5"
"4446","G04002500002095","040250002095","51","7"
"4447","G04002500002101","040250002101","28","3"
"4448","G04002500002111","040250002111","68","9"
"4449","G04002500002112","040250002112","32","4"
"4450","G04002500002113","040250002113","47","6"
"4451","G04002500003011","040250003011","16","2"
"4452","G04002500003012","040250003012","GQ","GQ"
"4453","G04002500003013","040250003013","33","4"
"4454","G04002500003021","040250003021","29","3"
"4455","G04002500004031","040250004031","48","6"
"4456","G04002500004041","040250004041","28","3"
"4457","G04002500004051","040250004051","18","2"
"4458","G04002500004052","040250004052","31","4"
"4459","G04002500004053","040250004053","26","3"
"4460","G04002500004061","040250004061","22","2"
"4461","G04002500004071","040250004071","12","1"
"4462","G04002500004072","040250004072","27","3"
"4463","G04002500004073","040250004073","18","2"
"4464","G04002500005011","040250005011","32","4"
"4465","G04002500005021","040250005021","27","3"
"4466","G04002500005022","040250005022","21","2"
"4467","G04002500005023","040250005023","29","3"
"4468","G04002500005024","040250005024","28","3"
"4469","G04002500006041","040250006041","42","5"
"4470","G04002500006042","040250006042","41","5"
"4471","G04002500006043","040250006043","42","5"
"4472","G04002500006081","040250006081","58","8"
"4473","G04002500006082","040250006082","35","4"
"4474","G04002500006091","040250006091","38","5"
"4475","G04002500006092","040250006092","54","7"
"4476","G04002500006093","040250006093","70","9"
"4477","G04002500006111","040250006111","61","8"
"4478","G04002500006121","040250006121","52","7"
"4479","G04002500006131","040250006131","40","5"
"4480","G04002500006132","040250006132","34","4"
"4481","G04002500006133","040250006133","27","3"
"4482","G04002500006134","040250006134","55","7"
"4483","G04002500006141","040250006141","67","9"
"4484","G04002500006151","040250006151","50","7"
"4485","G04002500006152","040250006152","35","4"
"4486","G04002500006153","040250006153","52","7"
"4487","G04002500006154","040250006154","57","8"
"4488","G04002500006161","040250006161","33","4"
"4489","G04002500006171","040250006171","72","9"
"4490","G04002500006172","040250006172","72","9"
"4491","G04002500006173","040250006173","72","9"
"4492","G04002500006181","040250006181","21","2"
"4493","G04002500006191","040250006191","40","5"
"4494","G04002500006192","040250006192","37","5"
"4495","G04002500006193","040250006193","31","4"
"4496","G04002500007011","040250007011","31","4"
"4497","G04002500007012","040250007012","39","5"
"4498","G04002500007013","040250007013","44","6"
"4499","G04002500007021","040250007021","56","7"
"4500","G04002500007022","040250007022","56","7"
"4501","G04002500008021","040250008021","38","5"
"4502","G04002500008022","040250008022","22","2"
"4503","G04002500008023","040250008023","21","2"
"4504","G04002500008024","040250008024","31","4"
"4505","G04002500008031","040250008031","24","3"
"4506","G04002500008041","040250008041","23","2"
"4507","G04002500008042","040250008042","25","3"
"4508","G04002500008043","040250008043","24","3"
"4509","G04002500009011","040250009011","16","2"
"4510","G04002500009021","040250009021","58","8"
"4511","G04002500009022","040250009022","60","8"
"4512","G04002500009023","040250009023","68","9"
"4513","G04002500010021","040250010021","31","4"
"4514","G04002500010022","040250010022","35","4"
"4515","G04002500010023","040250010023","29","3"
"4516","G04002500010031","040250010031","51","7"
"4517","G04002500010041","040250010041","29","3"
"4518","G04002500010042","040250010042","19","2"
"4519","G04002500010043","040250010043","10","1"
"4520","G04002500010044","040250010044","20","2"
"4521","G04002500011031","040250011031","20","2"
"4522","G04002500011041","040250011041","26","3"
"4523","G04002500011042","040250011042","19","2"
"4524","G04002500011043","040250011043","29","3"
"4525","G04002500011051","040250011051","16","2"
"4526","G04002500011052","040250011052","27","3"
"4527","G04002500011061","040250011061","36","4"
"4528","G04002500011062","040250011062","31","4"
"4529","G04002500011063","040250011063","41","5"
"4530","G04002500012011","040250012011","11","1"
"4531","G04002500012012","040250012012","7","1"
"4532","G04002500012021","040250012021","14","1"
"4533","G04002500012022","040250012022","18","2"
"4534","G04002500012023","040250012023","20","2"
"4535","G04002500013001","040250013001","34","4"
"4536","G04002500014011","040250014011","77","9"
"4537","G04002500014012","040250014012","66","8"
"4538","G04002500014021","040250014021","41","5"
"4539","G04002500014022","040250014022","51","7"
"4540","G04002500014023","040250014023","43","6"
"4541","G04002500014031","040250014031","62","8"
"4542","G04002500014032","040250014032","62","8"
"4543","G04002500014033","040250014033","62","8"
"4544","G04002500014034","040250014034","58","8"
"4545","G04002500015011","040250015011","24","3"
"4546","G04002500015012","040250015012","27","3"
"4547","G04002500015021","040250015021","65","8"
"4548","G04002500015022","040250015022","63","8"
"4549","G04002500015023","040250015023","88","10"
"4550","G04002500016011","040250016011","69","9"
"4551","G04002500016012","040250016012","46","6"
"4552","G04002500016013","040250016013","55","7"
"4553","G04002500016014","040250016014","42","5"
"4554","G04002500016021","040250016021","84","10"
"4555","G04002500016022","040250016022","57","8"
"4556","G04002500016023","040250016023","43","6"
"4557","G04002500016041","040250016041","40","5"
"4558","G04002500016051","040250016051","55","7"
"4559","G04002500016052","040250016052","50","7"
"4560","G04002500016053","040250016053","56","7"
"4561","G04002500017011","040250017011","37","5"
"4562","G04002500017012","040250017012","32","4"
"4563","G04002500017013","040250017013","32","4"
"4564","G04002500017031","040250017031","15","1"
"4565","G04002500017032","040250017032","18","2"
"4566","G04002500017041","040250017041","49","7"
"4567","G04002500017042","040250017042","5","1"
"4568","G04002500017051","040250017051","20","2"
"4569","G04002500017052","040250017052","17","2"
"4570","G04002500017053","040250017053","14","1"
"4571","G04002500018011","040250018011","17","2"
"4572","G04002500018012","040250018012","17","2"
"4573","G04002500018013","040250018013","36","4"
"4574","G04002500018014","040250018014","17","2"
"4575","G04002500018031","040250018031","11","1"
"4576","G04002500018032","040250018032","11","1"
"4577","G04002500018041","040250018041","9","1"
"4578","G04002500018042","040250018042","21","2"
"4579","G04002500018043","040250018043","13","1"
"4580","G04002500019011","040250019011","75","9"
"4581","G04002500019012","040250019012","48","6"
"4582","G04002500019021","040250019021","59","8"
"4583","G04002500019022","040250019022","59","8"
"4584","G04002500019023","040250019023","59","8"
"4585","G04002500019031","040250019031","30","3"
"4586","G04002500019032","040250019032","21","2"
"4587","G04002500019033","040250019033","25","3"
"4588","G04002500019041","040250019041","15","2"
"4589","G04002500019042","040250019042","30","4"
"4590","G04002500019043","040250019043","43","6"
"4591","G04002500020011","040250020011","50","7"
"4592","G04002500020012","040250020012","50","7"
"4593","G04002500020013","040250020013","50","7"
"4594","G04002500020014","040250020014","50","7"
"4595","G04002500020021","040250020021","85","10"
"4596","G04002500020022","040250020022","49","7"
"4597","G04002500020023","040250020023","47","6"
"4598","G04002500020031","040250020031","61","8"
"4599","G04002500020032","040250020032","22","2"
"4600","G04002500020033","040250020033","42","5"
"4601","G04002500020051","040250020051","25","3"
"4602","G04002500020061","040250020061","39","5"
"4603","G04002500020071","040250020071","48","6"
